regler,seed,shape,n_exec,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,n_obs,plan_s,svgd_s,gewaehlt_modell,gewaehlt_param,gewaehlt_svgd
fest,0,rand_gmm_complex_10,3,0.07263385504484177,0.21213918444207341,0.14355117082595825,0.05553538352251053,2915.5927734375,4.225923538208008,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_20,3,0.1089944839477539,0.3197635256832176,0.07536958158016205,0.14646615087985992,2561.803466796875,4.226919174194336,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_30,3,0.114866241812706,0.3483031223798904,0.1270255297422409,0.16520406305789948,1956.679931640625,4.219804763793945,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_0,3,0.05619461089372635,0.2447270199929979,0.07748427242040634,0.5325025916099548,2320.084716796875,4.230274200439453,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_10,3,0.06269312649965286,0.22021380699303159,0.08844072371721268,0.30538374185562134,2400.1328125,4.216548442840576,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_20,3,0.08524182438850403,0.37424831167390177,0.12414704263210297,0.24907943606376648,2437.700927734375,4.2164506912231445,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_30,3,0.049192361533641815,0.22014976682250956,0.0570371113717556,0.3857788145542145,2496.301025390625,4.227372169494629,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_0,3,0.1534610539674759,0.48126938775128725,0.19950495660305023,0.40513840317726135,1815.68115234375,4.2266669273376465,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_10,3,0.0981903001666069,0.3503929201209538,0.11018505692481995,0.39407414197921753,2378.238525390625,4.206695556640625,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_20,3,0.06566601991653442,0.2602182734288575,0.05295737832784653,0.18147701025009155,2486.44287109375,4.21910285949707,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_30,3,0.03317463397979736,0.1964176015266549,0.04394015297293663,0.2286677211523056,2062.553466796875,4.215680122375488,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_0,3,0.0779917910695076,0.25422820704223054,0.09893609583377838,0.2019534707069397,2508.69384765625,4.216465950012207,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_10,3,0.0998949483036995,0.3169616789468672,0.038512393832206726,0.2286638468503952,2673.979736328125,4.230446815490723,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_20,3,0.1024768128991127,0.3444799772306988,0.06094437837600708,0.20633704960346222,2064.628662109375,4.225303649902344,192,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,A,4,0.08150312304496765,0.3269004137429157,0.061791956424713135,0.21723085641860962,3194.1435546875,5.637214183807373,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,greek_upper_0,4,0.04403772950172424,0.17663067937248972,0.06538423895835876,0.1760590523481369,2877.92333984375,5.63828182220459,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,korean_5,4,0.05375957861542702,0.17590583543642171,0.05305875092744827,0.21220628917217255,2827.19189453125,5.638326168060303,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,digit_5,4,0.03826310858130455,0.14024604616934236,0.03785053640604019,0.18284498155117035,2519.58935546875,5.639113426208496,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,a_lc,4,0.0360160693526268,0.16771277357177022,0.06181929260492325,0.16018450260162354,3051.13134765625,5.62497091293335,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_10,4,0.051526617258787155,0.15322940544880814,0.02413501776754856,0.047514449805021286,3361.385498046875,5.632181167602539,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_20,4,0.05433185398578644,0.17803102027136755,0.03318159654736519,0.04374782741069794,3117.1259765625,5.634793758392334,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_10,4,0.03657180070877075,0.1154934309750034,0.09044168889522552,0.31881123781204224,2771.906494140625,5.621318817138672,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_20,4,0.05941369757056236,0.2500279990721741,0.07440899312496185,0.1636544018983841,2412.92578125,5.6259660720825195,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_30,4,0.05790757015347481,0.20788106943456897,0.11944118142127991,0.3684857189655304,3287.24462890625,5.627862930297852,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_0,4,0.06083749979734421,0.19629853522861437,0.04068518429994583,0.06368767470121384,3154.00732421875,5.619677543640137,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_10,4,0.04918311536312103,0.1436474213713633,0.06025787070393562,0.04068366438150406,3385.161376953125,5.630641937255859,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_20,4,0.056517768651247025,0.16580950074807527,0.01613342948257923,0.06542611122131348,3392.11376953125,5.632916450500488,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_30,4,0.07189791649580002,0.21801243265996462,0.043553583323955536,0.08357162773609161,2710.96875,5.632133483886719,256,1.7756844547390938,5.860061540678143,niveau,0.6067,25
